TahunKelulusan,JK,Prodi,Jenis,Jurusan,Ayah,Ibu,Hasil,UN,IPK
2018,Perempuan,Matematika,SMKS,EKONOMI,DASAR,DASAR,100-500,Kurang,Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,DASAR,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPS,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
2018,Perempuan,Matematika,SMKN,PERTANIAN,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
2018,Perempuan,Matematika,SMKN,TEKNIK,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
2018,Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,MAS,IPS,DASAR,DASAR,100-500,Baik,Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPS,TINGGI,MENENGAH,100-500,Kurang,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMKN,PERTANIAN,MENENGAH,MENENGAH,1.000-2.000,Baik,Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPS,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,MAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
2018,Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
2018,Laki-laki,PWK,MAS,IPA,TINGGI,TINGGI,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,PWK,SMAN,IPA,DASAR,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,PWK,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAS,IPS,TINGGI,TINGGI,1.000-2.000,Kurang,Memuaskan
2018,Laki-laki,SI,SMAN,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAS,IPA,TINGGI,DASAR,5.000-20.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAS,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,DASAR,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMKN,TEKNIK,DASAR,MENENGAH,100-500,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMKN,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMKS,TEKNIK,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMKN,EKONOMI,DASAR,DASAR,100-500,Cukup,Memuaskan
2018,Perempuan,PWK,SMAN,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,PWK,SMKN,TEKNIK,MENENGAH,DASAR,500-1.000,Sangat Baik,Memuaskan
2018,Laki-laki,PWK,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Laki-laki,PWK,SMAN,IPA,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
2018,Laki-laki,SI,MAN,IPS,DASAR,DASAR,2.000-5.000,Baik,Memuaskan
2018,Laki-laki,SI,SMAS,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPS,MENENGAH,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Kurang,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Kurang,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPS,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPS,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMKS,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Arsitektur,SMAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMAS,IPS,TINGGI,TINGGI,5.000-20.000,Kurang,Cukup
2018,Laki-laki,Arsitektur,SMAS,IPS,MENENGAH,DASAR,5.000-20.000,Kurang,Cukup
2018,Laki-laki,Arsitektur,SMAS,IPS,TINGGI,TINGGI,2.000-5.000,Baik,Cukup
2018,Perempuan,Arsitektur,SMKN,TEKNIK,DASAR,DASAR,2.000-5.000,Baik,Memuaskan
2018,Perempuan,Arsitektur,SMAN,IPA,TINGGI,DASAR,5.000-20.000,Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMKS,TEKNIK,MENENGAH,DASAR,5.000-20.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMKN,TEKNIK,MENENGAH,DASAR,5.000-20.000,Kurang,Cukup
2018,Perempuan,Arsitektur,SMAS,IPS,TINGGI,DASAR,2.000-5.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMKN,TEKNIK,DASAR,DASAR,1.000-2.000,Baik,Memuaskan
2018,Laki-laki,Arsitektur,SMAS,IPS,TINGGI,DASAR,2.000-5.000,Baik,Cukup
2018,Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,DASAR,5.000-20.000,Baik,Cukup
2018,Perempuan,TI,MAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Kimia,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Baik,Cukup
2018,Perempuan,Kimia,SMKS,EKONOMI,TINGGI,DASAR,5.000-20.000,Baik,Cukup
2018,Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKN,TEKNIK,TINGGI,TINGGI,1.000-2.000,Kurang,Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,SMKN,EKONOMI,MENENGAH,DASAR,500-1.000,Kurang,Memuaskan
2018,Laki-laki,Arsitektur,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
2018,Perempuan,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Kimia,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Kimia,MAS,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Kimia,SMAS,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,MAN,IPA,DASAR,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
2018,Laki-laki,PWK,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
2018,Laki-laki,TI,MAS,IPA,TINGGI,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
2018,Laki-laki,TI,SMAS,IPS,TINGGI,TINGGI,2.000-5.000,Baik,Memuaskan
2018,Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Memuaskan
2018,Laki-laki,TI,MAS,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
2018,Laki-laki,TI,SMKN,TEKNIK,DASAR,DASAR,2.000-5.000,Baik,Memuaskan
2018,Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMKN,TEKNIK,TINGGI,TINGGI,1.000-2.000,Baik,Memuaskan
2018,Perempuan,TI,SMAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
2018,Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMKS,TEKNIK,TINGGI,MENENGAH,100-500,Baik,Sangat Memuaskan
2018,Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,Biologi,MAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Fisika,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Matematika,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Matematika,SMAS,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPS,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMKN,EKONOMI,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAS,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,MAN,IPA,MENENGAH,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,MAN,IPS,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,TINGGI,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMKS,TEKNIK,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,SI,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,SI,SMAN,IPS,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2018,Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,DASAR,1.000-2.000,Baik,Memuaskan
2018,Laki-laki,Peternakan,SMKN,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAS,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2018,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2018,Laki-laki,PWK,SMAS,IPA,TINGGI,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,Peternakan,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
2018,Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Kurang,Sangat Memuaskan
2018,Perempuan,TI,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMKN,TEKNIK,TINGGI,TINGGI,500-1.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2018,Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
2018,Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2018,Perempuan,TI,SMKS,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAS,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,MAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAS,IPA,MENENGAH,DASAR,100-500,Baik,Cumlaude
2019,Perempuan,Biologi,SMKN,EKONOMI,DASAR,MENENGAH,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
2019,Laki-laki,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
2019,Laki-laki,Fisika,SMAS,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Cumlaude
2019,Perempuan,Fisika,SMAS,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Kimia,SMAS,IPS,MENENGAH,TINGGI,5.000-20.000,Baik,Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPS,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAS,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Cumlaude
2019,Laki-laki,PWK,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMKN,PERTANIAN,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMAS,IPS,MENENGAH,TINGGI,500-1.000,Cukup,Memuaskan
2019,Perempuan,SI,SMKN,TEKNIK,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
2019,Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMKN,EKONOMI,DASAR,DASAR,5.000-20.000,Baik,Memuaskan
2019,Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
2019,Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Kimia,SMAS,IPA,DASAR,DASAR,100-500,Baik,Cumlaude
2019,Laki-laki,PWK,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Baik,Memuaskan
2019,Perempuan,Matematika,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,MAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMAS,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAS,IPA,DASAR,DASAR,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,MAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Cumlaude
2019,Perempuan,Kimia,SMKS,EKONOMI,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMKN,EKONOMI,DASAR,MENENGAH,500-1.000,Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,MAS,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,Peternakan,SMAN,IPS,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,500-1.000,Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Cumlaude
2019,Perempuan,Arsitektur,SMAS,IPS,TINGGI,TINGGI,5.000-20.000,Baik,Memuaskan
2019,Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMKN,TEKNIK,MENENGAH,DASAR,500-1.000,Kurang,Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
2018,Laki-laki,Arsitektur,MAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPS,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,DASAR,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,MAS,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKS,EKONOMI,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,EKONOMI,DASAR,MENENGAH,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
