TahunKelulusan,JK,Prodi,Jenis,Jurusan,Ayah,Ibu,Hasil,UN,IPK
2017,Perempuan,Kimia,MAN,IPA,Menengah,Tinggi,100-500,Kurang,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Perempuan,Kimia,MAS,IPS,Dasar,Menengah,500-1.000,Sangat Baik,Cumlaude
2017,Laki-laki,Matematika,SMAN,IPA,Menengah,Tinggi,1.000-2.000,Kurang,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Sangat Baik,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAS,IPS,Dasar,Dasar,500-1.000,Kurang,Memuaskan
2017,Perempuan,Matematika,SMAS,IPS,Dasar,Dasar,500-1.000,Kurang,Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Dasar,Menengah,100-500,Kurang,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Tinggi,Menengah,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,MAN,IPA,Menengah,Tinggi,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Menengah,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMAS,IPA,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMAS,IPS,Tinggi,Tinggi,1.000-2.000,Sangat Baik,Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Tinggi,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,MAN,IPA,Menengah,Dasar,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Tinggi,Tinggi,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Perempuan,PWK,SMAS,IPS,Tinggi,Tinggi,2.000-5.000,Kurang,Cukup
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Menengah,5.000-20.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Menengah,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Menengah,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,SMAN,IPA,Tinggi,Dasar,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,MAS,IPS,Menengah,Dasar,2.000-5.000,Cukup,Cumlaude
2017,Laki-laki,PWK,SMAN,IPA,Tinggi,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,MAS,IPS,Menengah,Menengah,2.000-5.000,Sangat Baik,Cumlaude
2017,Laki-laki,TI,SMAS,IPS,Tinggi,Menengah,1.000-2.000,Baik,Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMKN,Teknik,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,MAN,IPA,Menengah,Dasar,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,MAN,IPS,Menengah,Menengah,1.000-2.000,Cukup,Memuaskan
2017,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMKN,Ekonomi,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAS,IPA,Tinggi,Menengah,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMKN,Ekonomi,Tinggi,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,MAN,IPA,Menengah,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMKN,Teknik,Tinggi,Tinggi,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,MAN,IPS,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPS,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAS,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,MAS,IPS,Menengah,Menengah,2.000-5.000,Baik,Cumlaude
2017,Laki-laki,TI,SMAN,IPA,Tinggi,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,SMKS,Ekonomi,Menengah,Tinggi,5.000-20.000,Baik,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Menengah,Menengah,2.000-5.000,Cukup,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Tinggi,Tinggi,1.000-2.000,Cukup,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Menengah,Menengah,1.000-2.000,Baik,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Tinggi,Menengah,100-500,Kurang,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2017,Perempuan,Biologi,MAS,IPS,Menengah,Menengah,100-500,Cukup,Cumlaude
2017,Perempuan,Fisika,SMAN,IPA,Tinggi,Tinggi,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Fisika,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,MAS,IPS,Menengah,Dasar,500-1.000,Cukup,Cumlaude
2017,Perempuan,Fisika,MAS,IPS,Tinggi,Menengah,2.000-5.000,Cukup,Cumlaude
2017,Perempuan,Fisika,SMAS,IPS,Dasar,Menengah,100-500,Cukup,Cumlaude
2017,Perempuan,Fisika,SMAS,IPS,Dasar,Menengah,500-1.000,Baik,Cumlaude
2017,Perempuan,Fisika,SMAS,IPS,Menengah,Dasar,500-1.000,Baik,Cumlaude
2017,Perempuan,Fisika,MAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Perempuan,Fisika,SMAS,IPS,Menengah,Dasar,1.000-2.000,Cukup,Cumlaude
2017,Perempuan,Kimia,SMKN,Teknik,Dasar,Dasar,1.000-2.000,Cukup,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Tinggi,Dasar,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMKS,Teknik,Tinggi,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPS,Dasar,Dasar,500-1.000,Cukup,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Kimia,SMAS,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,MAN,IPS,Menengah,Menengah,100-500,Kurang,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Kimia,SMAS,IPS,Menengah,Dasar,2.000-5.000,Cukup,Cumlaude
2017,Laki-laki,SI,SMAN,IPA,Menengah,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,SI,MAN,IPA,Menengah,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Perempuan,SI,SMKN,Ekonomi,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,SI,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,SI,SMAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,SI,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,SI,SMAS,IPS,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Perempuan,SI,SMKN,Teknik,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,SI,SMKN,Teknik,Dasar,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,SI,SMKN,Teknik,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,SI,MAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,SI,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,SI,SMKN,Teknik,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,SI,SMKN,Ekonomi,Dasar,Dasar,500-1.000,Kurang,Cumlaude
2017,Perempuan,SI,SMAS,IPS,Dasar,Menengah,2.000-5.000,Cukup,Cumlaude
2017,Perempuan,SI,SMAS,IPS,Menengah,Menengah,2.000-5.000,Baik,Cumlaude
2017,Perempuan,Matematika,SMAS,IPS,Dasar,Menengah,500-1.000,Kurang,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Peternakan,SMAS,IPS,Tinggi,Menengah,2.000-5.000,Kurang,Memuaskan
2017,Laki-laki,Peternakan,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Peternakan,SMAN,IPA,Menengah,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Peternakan,SMAN,IPS,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMKN,Pertanian,Menengah,Dasar,100-500,Kurang,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Dasar,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2017,Laki-laki,Peternakan,SMKN,Teknik,Dasar,Dasar,100-500,Baik,Cumlaude
2017,Perempuan,Biologi,SMAS,IPS,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPS,Dasar,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPA,Menengah,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPA,Tinggi,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPA,Menengah,Menengah,500-1.000,Kurang,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPS,Dasar,Dasar,2.000-5.000,Cukup,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Tinggi,Menengah,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMKS,Teknik,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPA,Tinggi,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,MAN,IPA,Dasar,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,MAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Dasar,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMKN,Teknik,Tinggi,Menengah,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,PWK,MAN,IPA,Dasar,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,MAN,IPA,Menengah,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Menengah,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,SMAN,IPA,Menengah,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,PWK,SMAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,PWK,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAS,IPS,Menengah,Dasar,2.000-5.000,Cukup,Memuaskan
2017,Laki-laki,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAS,IPS,Dasar,Dasar,2.000-5.000,Cukup,Memuaskan
2017,Laki-laki,Matematika,MAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAS,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAN,IPA,Tinggi,Tinggi,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Matematika,SMKS,Teknik,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Matematika,SMAN,IPS,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Matematika,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,MAN,IPA,Tinggi,Dasar,2.000-5.000,Kurang,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Peternakan,SMAN,IPA,Dasar,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMAN,IPS,Menengah,Dasar,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Peternakan,SMKN,Teknik,Menengah,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Laki-laki,Peternakan,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAS,IPS,Tinggi,Menengah,5.000-20.000,Cukup,Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Tinggi,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Kimia,SMAN,IPA,Tinggi,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Arsitektur,SMAN,IPA,Menengah,Menengah,100-500,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Perempuan,Arsitektur,SMAS,IPS,Menengah,Menengah,5.000-20.000,Baik,Cukup
2017,Laki-laki,Arsitektur,SMKN,Teknik,Menengah,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Menengah,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Dasar,Dasar,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Dasar,Menengah,1.000-2.000,Baik,Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Menengah,Menengah,100-500,Kurang,Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Menengah,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAS,IPS,Dasar,Dasar,500-1.000,Kurang,Cukup
2017,Perempuan,Arsitektur,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Dasar,Dasar,500-1.000,Cukup,Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Arsitektur,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAS,IPA,Tinggi,Tinggi,1.000-2.000,Kurang,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Kurang,Memuaskan
2017,Perempuan,Arsitektur,MAS,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAS,IPS,Menengah,Menengah,2.000-5.000,Cukup,Memuaskan
2017,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMAS,IPA,Dasar,Menengah,100-500,Cukup,Sangat Memuaskan
2017,Perempuan,Arsitektur,SMAN,IPA,Menengah,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Arsitektur,SMKN,Teknik,Menengah,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2017,Perempuan,Arsitektur,SMAN,IPA,Tinggi,Dasar,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAS,IPS,Menengah,Menengah,1.000-2.000,Kurang,Memuaskan
2017,Laki-laki,TI,MAN,IPA,Tinggi,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Tinggi,Menengah,100-500,Sangat Baik,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Dasar,2.000-5.000,Kurang,Sangat Memuaskan
2017,Laki-laki,TI,SMAS,IPS,Menengah,Dasar,500-1.000,Cukup,Memuaskan
2017,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Kurang,Sangat Memuaskan
2017,Perempuan,TI,SMKN,Teknik,Dasar,Dasar,1.000-2.000,Baik,Sangat Memuaskan
2017,Perempuan,TI,MAN,IPA,Tinggi,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Dasar,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAS,IPA,Tinggi,Dasar,5.000-20.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Menengah,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Menengah,Tinggi,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAS,IPS,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMKS,Teknik,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,MAN,IPA,Menengah,Dasar,5.000-20.000,Cukup,Sangat Memuaskan
2017,Laki-laki,TI,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Biologi,SMAN,IPA,Menengah,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPS,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,SMAS,IPA,Menengah,Dasar,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,MAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,MAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Biologi,MAN,IPA,Tinggi,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Biologi,SMAN,IPA,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMKN,Teknik,Dasar,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Laki-laki,Fisika,MAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,MAN,IPA,Dasar,Dasar,1.000-2.000,Kurang,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Tinggi,Menengah,5.000-20.000,Kurang,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2017,Laki-laki,Fisika,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2017,Perempuan,Fisika,SMAN,IPA,Menengah,Dasar,1.000-2.000,Cukup,Sangat Memuaskan
