jenis_kelamin,prodi,smta,jurusan,ayah,ibu,pendapatan,UN,IPK
Laki-laki,Fisika,MAN,IPS,TINGGI,MENENGAH,2.000-5.000,Baik,Cumlaude
Laki-laki,Fisika,MAN,IPS,MENENGAH,MENENGAH,1.000-2.000,Baik,Cumlaude
Laki-laki,Fisika,MAN,IPS,DASAR,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,MAN,IPS,MENENGAH,MENENGAH,1.000-2.000,Baik,Cumlaude
Laki-laki,Fisika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMKN,EKONOMI,MENENGAH,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,MAN,IPS,DASAR,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Kimia,MAN,IPS,TINGGI,TINGGI,2.000-5.000,Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,MAS,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,MAS,IPS,DASAR,DASAR,100-500,Baik,Cumlaude
Perempuan,Peternakan,MAS,IPS,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,MAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,MAS,IPA,TINGGI,TINGGI,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPA,MENENGAH,DASAR,500-1.000,Baik,Memuaskan
Perempuan,Peternakan,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPS,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,MAS,IPS,MENENGAH,DASAR,2.000-5.000,Baik,Cumlaude
Laki-laki,Fisika,MAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Memuaskan
Laki-laki,Fisika,SMKS,TEKNIK,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,Fisika,SMKS,EKONOMI,MENENGAH,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAS,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMKN,TEKNIK,DASAR,DASAR,1.000-2.000,Baik,Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Kimia,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMKN,PERTANIAN,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,MAS,IPA,MENENGAH,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMKN,TEKNIK,TINGGI,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPS,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAS,IPA,MENENGAH,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKN,EKONOMI,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPS,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAS,IPS,TINGGI,TINGGI,5.000-20.000,Kurang,Cukup
Perempuan,Arsitektur,MAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Kurang,Memuaskan
Laki-laki,Arsitektur,MAS,IPS,TINGGI,TINGGI,1.000-2.000,Kurang,Cukup
Laki-laki,Arsitektur,SMAS,IPS,MENENGAH,MENENGAH,500-1.000,Kurang,Cukup
Laki-laki,Arsitektur,MAS,IPS,DASAR,DASAR,500-1.000,Baik,Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,MAS,IPS,MENENGAH,MENENGAH,500-1.000,Baik,Cukup
Perempuan,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
Laki-laki,TI,MAS,IPS,TINGGI,TINGGI,5.000-20.000,Kurang,Memuaskan
Laki-laki,TI,MAS,IPS,MENENGAH,MENENGAH,1.000-2.000,Kurang,Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,TI,SMAS,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPS,MENENGAH,MENENGAH,1.000-2.000,Baik,Memuaskan
Laki-laki,TI,MAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,TI,SMKN,TEKNIK,TINGGI,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,TINGGI,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPS,TINGGI,TINGGI,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPS,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Biologi,SMAS,IPA,MENENGAH,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,DASAR,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,MAS,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMKN,PERTANIAN,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMKS,TEKNIK,DASAR,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMKS,TEKNIK,TINGGI,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,TINGGI,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAS,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,TINGGI,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAS,IPS,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPS,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPS,TINGGI,TINGGI,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,PWK,MAS,IPA,MENENGAH,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,DASAR,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,DASAR,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMKN,TEKNIK,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,100-500,Kurang,Memuaskan
Perempuan,Matematika,SMKN,TEKNIK,TINGGI,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,TI,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKS,TEKNIK,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPS,MENENGAH,MENENGAH,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKN,TEKNIK,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPS,TINGGI,MENENGAH,100-500,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPS,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPA,MENENGAH,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,500-1.000,Cukup,Sangat Memuaskan
Perempuan,TI,MAN,IPA,MENENGAH,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAS,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Biologi,MAS,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,Fisika,MAS,IPA,MENENGAH,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,SI,MAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,SI,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,MAN,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,SI,MAS,IPS,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,MAS,IPS,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,TINGGI,MENENGAH,1.000-2.000,Kurang,Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,TINGGI,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,PWK,MAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,PWK,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,MAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,TI,MAS,IPS,TINGGI,TINGGI,2.000-5.000,Kurang,Memuaskan
Laki-laki,Arsitektur,SMAS,IPS,MENENGAH,MENENGAH,500-1.000,Baik,Cukup
Perempuan,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMKN,TEKNIK,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,MENENGAH,DASAR,1.000-2.000,Baik,Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAS,IPS,DASAR,DASAR,5.000-20.000,Baik,Cukup
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,SI,SMAS,IPA,TINGGI,TINGGI,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,SI,MAS,IPS,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMKS,EKONOMI,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMKS,TEKNIK,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
